Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions totals","048","Bahrain","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2018","2018","3050","FAO TIER 1","kt","506.6732","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2019","2019","3050","FAO TIER 1","kt","510.7967","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2020","2020","3050","FAO TIER 1","kt","552.4964","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7225","Emissions (CH4)","6821","Energy","2015","2015","3050","FAO TIER 1","kt","906.2745","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7230","Emissions (N2O)","6821","Energy","2015","2015","3050","FAO TIER 1","kt","0.1552","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7273","Emissions (CO2)","6821","Energy","2015","2015","3050","FAO TIER 1","kt","32119.242","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7225","Emissions (CH4)","6821","Energy","2016","2016","3050","FAO TIER 1","kt","908.2777","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7230","Emissions (N2O)","6821","Energy","2016","2016","3050","FAO TIER 1","kt","0.1633","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7273","Emissions (CO2)","6821","Energy","2016","2016","3050","FAO TIER 1","kt","31126.573","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7225","Emissions (CH4)","6821","Energy","2017","2017","3050","FAO TIER 1","kt","888.4158","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7230","Emissions (N2O)","6821","Energy","2017","2017","3050","FAO TIER 1","kt","0.1713","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7273","Emissions (CO2)","6821","Energy","2017","2017","3050","FAO TIER 1","kt","32350.144","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7225","Emissions (CH4)","6821","Energy","2018","2018","3050","FAO TIER 1","kt","883.5735","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7230","Emissions (N2O)","6821","Energy","2018","2018","3050","FAO TIER 1","kt","0.1683","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7273","Emissions (CO2)","6821","Energy","2018","2018","3050","FAO TIER 1","kt","32267.693","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7225","Emissions (CH4)","6821","Energy","2019","2019","3050","FAO TIER 1","kt","921.3755","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7230","Emissions (N2O)","6821","Energy","2019","2019","3050","FAO TIER 1","kt","0.1658","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7273","Emissions (CO2)","6821","Energy","2019","2019","3050","FAO TIER 1","kt","37402.381","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7225","Emissions (CH4)","6821","Energy","2020","2020","3050","FAO TIER 1","kt","922.7458","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7230","Emissions (N2O)","6821","Energy","2020","2020","3050","FAO TIER 1","kt","0.1595","E","Estimated value",""
"GT","Emissions totals","048","Bahrain","7273","Emissions (CO2)","6821","Energy","2020","2020","3050","FAO TIER 1","kt","37274.261","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","5064","Crop Residues","2015","2015","3050","FAO TIER 1","kt","13.0161","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","5064","Crop Residues","2016","2016","3050","FAO TIER 1","kt","12.7096","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","5064","Crop Residues","2017","2017","3050","FAO TIER 1","kt","13.5905","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","5064","Crop Residues","2018","2018","3050","FAO TIER 1","kt","13.5613","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","5064","Crop Residues","2019","2019","3050","FAO TIER 1","kt","13.6087","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","13.6826","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2015","2015","3050","FAO TIER 1","kt","27.5039","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2016","2016","3050","FAO TIER 1","kt","24.409","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2017","2017","3050","FAO TIER 1","kt","25.8277","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2018","2018","3050","FAO TIER 1","kt","27.7046","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2019","2019","3050","FAO TIER 1","kt","27.6459","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2020","2020","3050","FAO TIER 1","kt","28.3559","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7225","Emissions (CH4)","6993","Fires in organic soils","2015","2015","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6993","Fires in organic soils","2015","2015","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7225","Emissions (CH4)","6993","Fires in organic soils","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6993","Fires in organic soils","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7225","Emissions (CH4)","6993","Fires in organic soils","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6993","Fires in organic soils","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7225","Emissions (CH4)","6993","Fires in organic soils","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6993","Fires in organic soils","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7225","Emissions (CH4)","6993","Fires in organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6993","Fires in organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7225","Emissions (CH4)","6993","Fires in organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6993","Fires in organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2015","2015","3050","FAO TIER 1","kt","764.6755","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2016","2016","3050","FAO TIER 1","kt","915.8747","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2017","2017","3050","FAO TIER 1","kt","831.7286","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2018","2018","3050","FAO TIER 1","kt","681.7324","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2019","2019","3050","FAO TIER 1","kt","707.3054","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2020","2020","3050","FAO TIER 1","kt","1177.8136","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7225","Emissions (CH4)","6821","Energy","2015","2015","3050","FAO TIER 1","kt","487.7641","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","6821","Energy","2015","2015","3050","FAO TIER 1","kt","8.1999","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6821","Energy","2015","2015","3050","FAO TIER 1","kt","72154.684","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7225","Emissions (CH4)","6821","Energy","2016","2016","3050","FAO TIER 1","kt","521.2909","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","6821","Energy","2016","2016","3050","FAO TIER 1","kt","8.4368","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6821","Energy","2016","2016","3050","FAO TIER 1","kt","75154.359","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7225","Emissions (CH4)","6821","Energy","2017","2017","3050","FAO TIER 1","kt","521.7908","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","6821","Energy","2017","2017","3050","FAO TIER 1","kt","8.5117","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6821","Energy","2017","2017","3050","FAO TIER 1","kt","79615.946","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7225","Emissions (CH4)","6821","Energy","2018","2018","3050","FAO TIER 1","kt","514.6568","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","6821","Energy","2018","2018","3050","FAO TIER 1","kt","8.8477","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6821","Energy","2018","2018","3050","FAO TIER 1","kt","81242.355","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7225","Emissions (CH4)","6821","Energy","2019","2019","3050","FAO TIER 1","kt","508.324","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","6821","Energy","2019","2019","3050","FAO TIER 1","kt","8.4754","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6821","Energy","2019","2019","3050","FAO TIER 1","kt","99391.868","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7225","Emissions (CH4)","6821","Energy","2020","2020","3050","FAO TIER 1","kt","480.441","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7230","Emissions (N2O)","6821","Energy","2020","2020","3050","FAO TIER 1","kt","7.9174","E","Estimated value",""
"GT","Emissions totals","050","Bangladesh","7273","Emissions (CO2)","6821","Energy","2020","2020","3050","FAO TIER 1","kt","92317.802","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","5064","Crop Residues","2015","2015","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","5064","Crop Residues","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","5064","Crop Residues","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","5064","Crop Residues","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","5064","Crop Residues","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2015","2015","3050","FAO TIER 1","kt","0.0085","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2016","2016","3050","FAO TIER 1","kt","0.0059","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2017","2017","3050","FAO TIER 1","kt","0.0113","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2018","2018","3050","FAO TIER 1","kt","0.0048","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2019","2019","3050","FAO TIER 1","kt","0.0031","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2020","2020","3050","FAO TIER 1","kt","0.0036","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7225","Emissions (CH4)","6993","Fires in organic soils","2015","2015","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7273","Emissions (CO2)","6993","Fires in organic soils","2015","2015","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7225","Emissions (CH4)","6993","Fires in organic soils","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7273","Emissions (CO2)","6993","Fires in organic soils","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7225","Emissions (CH4)","6993","Fires in organic soils","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7273","Emissions (CO2)","6993","Fires in organic soils","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7225","Emissions (CH4)","6993","Fires in organic soils","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7273","Emissions (CO2)","6993","Fires in organic soils","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7225","Emissions (CH4)","6993","Fires in organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7273","Emissions (CO2)","6993","Fires in organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7225","Emissions (CH4)","6993","Fires in organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7273","Emissions (CO2)","6993","Fires in organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7225","Emissions (CH4)","6821","Energy","2015","2015","3050","FAO TIER 1","kt","0.8133","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","6821","Energy","2015","2015","3050","FAO TIER 1","kt","0.0116","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7273","Emissions (CO2)","6821","Energy","2015","2015","3050","FAO TIER 1","kt","1580.4523","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7225","Emissions (CH4)","6821","Energy","2016","2016","3050","FAO TIER 1","kt","0.795","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","6821","Energy","2016","2016","3050","FAO TIER 1","kt","0.0131","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7273","Emissions (CO2)","6821","Energy","2016","2016","3050","FAO TIER 1","kt","1591.4425","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7225","Emissions (CH4)","6821","Energy","2017","2017","3050","FAO TIER 1","kt","0.8507","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","6821","Energy","2017","2017","3050","FAO TIER 1","kt","0.012","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7273","Emissions (CO2)","6821","Energy","2017","2017","3050","FAO TIER 1","kt","1510.7898","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7225","Emissions (CH4)","6821","Energy","2018","2018","3050","FAO TIER 1","kt","0.9028","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","6821","Energy","2018","2018","3050","FAO TIER 1","kt","0.0135","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7273","Emissions (CO2)","6821","Energy","2018","2018","3050","FAO TIER 1","kt","1529.1178","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7225","Emissions (CH4)","6821","Energy","2019","2019","3050","FAO TIER 1","kt","0.8523","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","6821","Energy","2019","2019","3050","FAO TIER 1","kt","0.0146","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7273","Emissions (CO2)","6821","Energy","2019","2019","3050","FAO TIER 1","kt","1543.7814","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7225","Emissions (CH4)","6821","Energy","2020","2020","3050","FAO TIER 1","kt","0.8358","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7230","Emissions (N2O)","6821","Energy","2020","2020","3050","FAO TIER 1","kt","0.0126","E","Estimated value",""
"GT","Emissions totals","052","Barbados","7273","Emissions (CO2)","6821","Energy","2020","2020","3050","FAO TIER 1","kt","1144.1113","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","5064","Crop Residues","2015","2015","3050","FAO TIER 1","kt","1.6909","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","5064","Crop Residues","2016","2016","3050","FAO TIER 1","kt","1.4663","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","5064","Crop Residues","2017","2017","3050","FAO TIER 1","kt","1.5755","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","5064","Crop Residues","2018","2018","3050","FAO TIER 1","kt","1.2782","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","5064","Crop Residues","2019","2019","3050","FAO TIER 1","kt","1.4654","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","1.6924","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2015","2015","3050","FAO TIER 1","kt","9.2401","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2016","2016","3050","FAO TIER 1","kt","7.2564","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2017","2017","3050","FAO TIER 1","kt","8.4711","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2018","2018","3050","FAO TIER 1","kt","8.4305","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2019","2019","3050","FAO TIER 1","kt","8.479","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2020","2020","3050","FAO TIER 1","kt","9.6165","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7225","Emissions (CH4)","6993","Fires in organic soils","2015","2015","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6993","Fires in organic soils","2015","2015","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7225","Emissions (CH4)","6993","Fires in organic soils","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6993","Fires in organic soils","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7225","Emissions (CH4)","6993","Fires in organic soils","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6993","Fires in organic soils","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7225","Emissions (CH4)","6993","Fires in organic soils","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6993","Fires in organic soils","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7225","Emissions (CH4)","6993","Fires in organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6993","Fires in organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7225","Emissions (CH4)","6993","Fires in organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6993","Fires in organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","6504","Fertilizers Manufacturing","2015","2015","3050","FAO TIER 1","kt","1.4338","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2015","2015","3050","FAO TIER 1","kt","7239.386","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","6504","Fertilizers Manufacturing","2016","2016","3050","FAO TIER 1","kt","1.4615","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2016","2016","3050","FAO TIER 1","kt","7205.5352","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","6504","Fertilizers Manufacturing","2017","2017","3050","FAO TIER 1","kt","1.4635","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2017","2017","3050","FAO TIER 1","kt","7692.8601","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","6504","Fertilizers Manufacturing","2018","2018","3050","FAO TIER 1","kt","1.4498","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2018","2018","3050","FAO TIER 1","kt","7793.2462","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","6504","Fertilizers Manufacturing","2019","2019","3050","FAO TIER 1","kt","2.4133","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2019","2019","3050","FAO TIER 1","kt","7910.4538","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","6504","Fertilizers Manufacturing","2020","2020","3050","FAO TIER 1","kt","2.9123","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6504","Fertilizers Manufacturing","2020","2020","3050","FAO TIER 1","kt","8288.6263","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7225","Emissions (CH4)","6821","Energy","2015","2015","3050","FAO TIER 1","kt","30.7081","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","6821","Energy","2015","2015","3050","FAO TIER 1","kt","1.7154","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6821","Energy","2015","2015","3050","FAO TIER 1","kt","56101.194","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7225","Emissions (CH4)","6821","Energy","2016","2016","3050","FAO TIER 1","kt","29.4054","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","6821","Energy","2016","2016","3050","FAO TIER 1","kt","1.7063","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6821","Energy","2016","2016","3050","FAO TIER 1","kt","56201.635","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7225","Emissions (CH4)","6821","Energy","2017","2017","3050","FAO TIER 1","kt","30.2418","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","6821","Energy","2017","2017","3050","FAO TIER 1","kt","1.8223","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6821","Energy","2017","2017","3050","FAO TIER 1","kt","57178.68","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7225","Emissions (CH4)","6821","Energy","2018","2018","3050","FAO TIER 1","kt","30.6493","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","6821","Energy","2018","2018","3050","FAO TIER 1","kt","1.9058","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6821","Energy","2018","2018","3050","FAO TIER 1","kt","60369.362","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7225","Emissions (CH4)","6821","Energy","2019","2019","3050","FAO TIER 1","kt","30.5625","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","6821","Energy","2019","2019","3050","FAO TIER 1","kt","1.8906","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6821","Energy","2019","2019","3050","FAO TIER 1","kt","58578.973","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7225","Emissions (CH4)","6821","Energy","2020","2020","3050","FAO TIER 1","kt","29.5492","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7230","Emissions (N2O)","6821","Energy","2020","2020","3050","FAO TIER 1","kt","1.8088","E","Estimated value",""
"GT","Emissions totals","112","Belarus","7273","Emissions (CO2)","6821","Energy","2020","2020","3050","FAO TIER 1","kt","55490.723","E","Estimated value",""
"GT","Emissions totals","056","Belgium","7230","Emissions (N2O)","5064","Crop Residues","2015","2015","3050","FAO TIER 1","kt","0.7647","E","Estimated value",""
"GT","Emissions totals","056","Belgium","7230","Emissions (N2O)","5064","Crop Residues","2016","2016","3050","FAO TIER 1","kt","0.5871","E","Estimated value",""
"GT","Emissions totals","056","Belgium","7230","Emissions (N2O)","5064","Crop Residues","2017","2017","3050","FAO TIER 1","kt","0.7008","E","Estimated value",""
"GT","Emissions totals","056","Belgium","7230","Emissions (N2O)","5064","Crop Residues","2018","2018","3050","FAO TIER 1","kt","0.62","E","Estimated value",""
"GT","Emissions totals","056","Belgium","7230","Emissions (N2O)","5064","Crop Residues","2019","2019","3050","FAO TIER 1","kt","0.7198","E","Estimated value",""
"GT","Emissions totals","056","Belgium","7230","Emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.6642","E","Estimated value",""
"GT","Emissions totals","056","Belgium","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2015","2015","3050","FAO TIER 1","kt","3.6895","E","Estimated value",""
"GT","Emissions totals","056","Belgium","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2016","2016","3050","FAO TIER 1","kt","3.3498","E","Estimated value",""
"GT","Emissions totals","056","Belgium","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2017","2017","3050","FAO TIER 1","kt","3.1745","E","Estimated value",""
"GT","Emissions totals","056","Belgium","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2018","2018","3050","FAO TIER 1","kt","3.1726","E","Estimated value",""
"GT","Emissions totals","056","Belgium","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2019","2019","3050","FAO TIER 1","kt","3.193","E","Estimated value",""
"GT","Emissions totals","056","Belgium","7230","Emissions (N2O)","5061","Synthetic Fertilizers","2020","2020","3050","FAO TIER 1","kt","3.1207","E","Estimated value",""
"GT","Emissions totals","056","Belgium","7225","Emissions (CH4)","6993","Fires in organic soils","2015","2015","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","056","Belgium","7273","Emissions (CO2)","6993","Fires in organic soils","2015","2015","3050","FAO TIER 1","kt","0","E","Estimated value",""
